10/2/2016 13:50:00,C,27,,,
10/2/2016 14:20:00,C,27,,,
10/2/2016 14:50:00,C,27.5,,,
10/2/2016 15:20:00,C,26.5,,,
10/2/2016 15:50:00,C,26,,,
10/2/2016 16:20:00,C,25.5,,,
10/2/2016 16:50:00,C,24.5,,,
10/2/2016 17:20:00,C,23.5,,,
10/2/2016 17:50:00,C,22.5,,,
10/2/2016 18:20:00,C,19.5,,,
10/2/2016 18:50:00,C,19,,,
10/2/2016 19:20:00,C,19,,,
10/2/2016 19:50:00,C,18.5,,,
10/2/2016 20:20:00,C,17.5,,,
10/2/2016 20:50:00,C,17.5,,,
10/2/2016 21:20:00,C,16.5,,,
10/2/2016 21:50:00,C,16,,,
10/2/2016 22:20:00,C,15.5,,,
10/2/2016 22:50:00,C,15,,,
10/2/2016 23:20:00,C,15,,,
10/2/2016 23:50:00,C,14.5,,,
10/3/2016 0:20:00,C,14,,,
10/3/2016 0:50:00,C,13.5,,,
10/3/2016 1:20:00,C,14,,,
10/3/2016 1:50:00,C,14,,,
10/3/2016 2:20:00,C,13.5,,,
10/3/2016 2:50:00,C,14,,,
10/3/2016 3:20:00,C,14,,,
10/3/2016 3:50:00,C,14.5,,,
10/3/2016 4:20:00,C,13.5,,,
10/3/2016 4:50:00,C,13.5,,,
10/3/2016 5:20:00,C,13,,,
10/3/2016 5:50:00,C,12.5,,,
10/3/2016 6:20:00,C,13,,,
10/3/2016 6:50:00,C,13,,,
10/3/2016 7:20:00,C,13.5,,,
10/3/2016 7:50:00,C,14.5,,,
10/3/2016 8:20:00,C,16,,,
10/3/2016 8:50:00,C,17.5,,,
10/3/2016 9:20:00,C,17,,,
10/3/2016 9:50:00,C,17.5,,,
10/3/2016 10:20:00,C,20,,,
10/3/2016 10:50:00,C,20.5,,,
10/3/2016 11:20:00,C,21,,,
10/3/2016 11:50:00,C,21.5,,,
10/3/2016 12:20:00,C,22,,,
10/3/2016 12:50:00,C,23.5,,,
10/3/2016 13:20:00,C,23.5,,,
10/3/2016 13:50:00,C,25,,,
10/3/2016 14:20:00,C,25.5,,,
10/3/2016 14:50:00,C,25.5,,,
10/3/2016 15:20:00,C,25.5,,,
10/3/2016 15:50:00,C,25,,,
10/3/2016 16:20:00,C,24.5,,,
10/3/2016 16:50:00,C,23.5,,,
10/3/2016 17:20:00,C,22.5,,,
10/3/2016 17:50:00,C,21.5,,,
10/3/2016 18:20:00,C,20,,,
10/3/2016 18:50:00,C,19,,,
10/3/2016 19:20:00,C,18,,,
10/3/2016 19:50:00,C,17.5,,,
10/3/2016 20:20:00,C,17,,,
10/3/2016 20:50:00,C,16,,,
10/3/2016 21:20:00,C,15.5,,,
10/3/2016 21:50:00,C,15,,,
10/3/2016 22:20:00,C,14.5,,,
10/3/2016 22:50:00,C,14,,,
10/3/2016 23:20:00,C,14,,,
10/3/2016 23:50:00,C,13.5,,,
10/4/2016 0:20:00,C,13,,,
10/4/2016 0:50:00,C,13,,,
10/4/2016 1:20:00,C,13,,,
10/4/2016 1:50:00,C,12.5,,,
10/4/2016 2:20:00,C,12,,,
10/4/2016 2:50:00,C,12.5,,,
10/4/2016 3:20:00,C,12.5,,,
10/4/2016 3:50:00,C,12,,,
10/4/2016 4:20:00,C,11.5,,,
10/4/2016 4:50:00,C,11.5,,,
10/4/2016 5:20:00,C,11.5,,,
10/4/2016 5:50:00,C,11.5,,,
10/4/2016 6:20:00,C,11.5,,,
10/4/2016 6:50:00,C,11,,,
10/4/2016 7:20:00,C,11.5,,,
10/4/2016 7:50:00,C,13,,,
10/4/2016 8:20:00,C,16,,,
10/4/2016 8:50:00,C,18,,,
10/4/2016 9:20:00,C,20,,,
10/4/2016 9:50:00,C,20.5,,,
10/4/2016 10:20:00,C,21,,,
10/4/2016 10:50:00,C,21.5,,,
10/4/2016 11:20:00,C,22.5,,,
10/4/2016 11:50:00,C,23,,,
10/4/2016 12:20:00,C,24.5,,,
10/4/2016 12:50:00,C,24.5,,,
10/4/2016 13:20:00,C,26.5,,,
10/4/2016 13:50:00,C,26,,,
10/4/2016 14:20:00,C,29,,,
10/4/2016 14:50:00,C,29,,,
